RecordKey	RecordDate	InvoiceID	Quantity	UnitPrice	TaxRate	TaxAmount	LineProfit	ExtendedPrice	TotalDryItems	TotalChillerItems	Package	Description	ValidFrom	ValidTo
9026:3 kg Courier post bag (White) 300x190x95mm	25/06/2013 00:00	9026	225	0.66	15	22.28	67.5	170.78	225	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9026:Permanent marker blue 5mm nib (Blue) 5mm	25/06/2013 00:00	9026	12	2.7	15	4.86	12	37.26	12	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9026:Plush shark slippers (Gray) XL	25/06/2013 00:00	9026	4	32	15	19.2	94	147.2	4	0	Each	Plush shark slippers (Gray) XL		
9027:RC toy sedan car with remote control (Red) 1/50 scale	25/06/2013 00:00	9027	7	25	15	26.25	87.5	201.25	7	0	Each	RC toy sedan car with remote control (Red) 1/50 scale		
9027:USB food flash drive - cookie	25/06/2013 00:00	9027	10	32	15	48	200	368	10	0	Each	USB food flash drive - cookie		
9028:32 mm Anti static bubble wrap (Blue) 20m	25/06/2013 00:00	9028	30	48	15	216	750	1656	30	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9028:Dinosaur battery-powered slippers (Green) S	25/06/2013 00:00	9028	5	32	15	24	120	184	5	0	Each	Dinosaur battery-powered slippers (Green) S		
9028:Plush shark slippers (Gray) XL	25/06/2013 00:00	9028	2	32	15	9.6	47	73.6	2	0	Each	Plush shark slippers (Gray) XL		
9028:RC toy sedan car with remote control (Red) 1/50 scale	25/06/2013 00:00	9028	6	25	15	22.5	75	172.5	6	0	Each	RC toy sedan car with remote control (Red) 1/50 scale		
"9029:""The Gu"" red shirt XML tag t-shirt (White) 6XL"	25/06/2013 00:00	9029	36	18	15	97.2	360	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 6XL"		
9029:Halloween skull mask (Gray) L	25/06/2013 00:00	9029	96	18	15	259.2	288	1987.2	96	0	Each	Halloween skull mask (Gray) L		
9029:Red and white urgent despatch tape 48mmx75m	25/06/2013 00:00	9029	144	3.7	15	79.92	302.4	612.72	144	0	Each	Red and white urgent despatch tape 48mmx75m		
9029:Shipping carton (Brown) 279x254x217mm	25/06/2013 00:00	9029	25	1.11	15	4.16	12.75	31.91	25	0	Each	Shipping carton (Brown) 279x254x217mm		
9029:USB food flash drive - banana	25/06/2013 00:00	9029	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - banana		
9030:DBA joke mug - it depends (Black)	25/06/2013 00:00	9030	4	13	15	7.8	34	59.8	4	0	Each	DBA joke cup - it depends (Black)		
9030:Permanent marker blue 5mm nib (Blue) 5mm	25/06/2013 00:00	9030	108	2.7	15	43.74	108	335.34	108	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9030:Plush shark slippers (Gray) L	25/06/2013 00:00	9030	9	32	15	43.2	216	331.2	9	0	Each	Plush shark slippers (Gray) L		
"9031:""The Gu"" red shirt XML tag t-shirt (Black) XXL"	25/06/2013 00:00	9031	108	18	15	291.6	1134	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXL"		
9031:DBA joke mug - daaaaaa-ta (Black)	25/06/2013 00:00	9031	8	13	15	15.6	68	119.6	8	0	Each	DBA joke cup - daaaaaa-ta (Black)		
9031:Developer joke mug - that's a hardware problem (White)	25/06/2013 00:00	9031	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - that's a hardware problem (White)		
9031:Halloween skull mask (Gray) S	25/06/2013 00:00	9031	84	18	15	226.8	252	1738.8	84	0	Each	Halloween skull mask (Gray) S		
9031:Ride on vintage American toy coupe (Red) 1/12 scale	25/06/2013 00:00	9031	7	285	15	299.25	910	2294.25	7	0	Each	Ride on vintage American toy coupe (Red) 1/12 scale		
9032:Animal with big feet slippers (Brown) M	25/06/2013 00:00	9032	9	32	15	43.2	216	331.2	9	0	Each	Animal with big feet slippers (Brown) M		
9032:Developer joke mug - when your hammer is C++ (Black)	25/06/2013 00:00	9032	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - when your hammer is C++ (Black)		
9032:RC toy sedan car with remote control (Green) 1/50 scale	25/06/2013 00:00	9032	1	25	15	3.75	12.5	28.75	1	0	Each	RC toy sedan car with remote control (Green) 1/50 scale		
9032:RC toy sedan car with remote control (Pink) 1/50 scale	25/06/2013 00:00	9032	5	25	15	18.75	62.5	143.75	5	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9032:Ride on toy sedan car (Pink) 1/12 scale	25/06/2013 00:00	9032	5	230	15	172.5	425	1322.5	5	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9033:Furry gorilla with big eyes slippers (Black) XL	25/06/2013 00:00	9033	5	32	15	24	117.5	184	5	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9033:Ogre battery-powered slippers (Green) L	25/06/2013 00:00	9033	10	32	15	48	240	368	10	0	Each	Ogre battery-powered slippers (Green) L		
9034:USB food flash drive - donut	25/06/2013 00:00	9034	5	32	15	24	100	184	5	0	Each	USB food flash drive - donut		
9035:10 mm Double sided bubble wrap 20m	25/06/2013 00:00	9035	60	30	15	270	960	2070	60	0	Each	10 mm Double sided bubble wrap 20m		
9035:20 mm Anti static bubble wrap (Blue) 20m	25/06/2013 00:00	9035	100	45	15	675	2400	5175	100	0	Each	20 mm Anti static bubble wrap (Blue) 20m		
9035:Halloween zombie mask (Light Brown) M	25/06/2013 00:00	9035	24	18	15	64.8	-24	496.8	24	0	Each	Halloween zombie mask (Light Brown) M		
9035:Ride on toy sedan car (Black) 1/12 scale	25/06/2013 00:00	9035	1	230	15	34.5	85	264.5	1	0	Each	Ride on toy sedan car (Black) 1/12 scale		
"9036:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	25/06/2013 00:00	9036	108	18	15	291.6	1188	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9036:32 mm Double sided bubble wrap 50m	25/06/2013 00:00	9036	20	112	15	336	1060	2576	20	0	Each	32 mm Double sided bubble wrap 50m		
9037:Developer joke mug - this code was generated by a tool (Black)	25/06/2013 00:00	9037	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - this code was generated by a tool (Black)		
9037:Halloween skull mask (Gray) S	25/06/2013 00:00	9037	120	18	15	324	360	2484	120	0	Each	Halloween skull mask (Gray) S		
9037:Packing knife with metal insert blade (Yellow) 18mm	25/06/2013 00:00	9037	45	2.4	15	16.2	54	124.2	45	0	Each	Packing knife with metal insert blade (Yellow) 18mm		
9037:Shipping carton (Brown) 229x229x229mm	25/06/2013 00:00	9037	200	1.05	15	31.5	100	241.5	200	0	Each	Shipping carton (Brown) 229x229x229mm		
9038:Black and yellow heavy despatch tape  48mmx75m	25/06/2013 00:00	9038	120	3.7	15	66.6	264	510.6	120	0	Each	Black and yellow heavy despatch tape  48mmx75m		
9038:Developer joke mug - inheritance is the OO way to become wealthy (Black)	25/06/2013 00:00	9038	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (Black)		
9038:Halloween skull mask (Gray) L	25/06/2013 00:00	9038	60	18	15	162	180	1242	60	0	Each	Halloween skull mask (Gray) L		
9038:Ride on big wheel monster truck (Black) 1/12 scale	25/06/2013 00:00	9038	10	345	15	517.5	1400	3967.5	10	0	Each	Ride on big wheel monster truck (Black) 1/12 scale		
9038:USB food flash drive - dessert 10 drive variety pack	25/06/2013 00:00	9038	1	240	15	36	151.5	276	1	0	Packet	USB food flash drive - dessert 10 drive variety pack		
9039:32 mm Anti static bubble wrap (Blue) 50m	25/06/2013 00:00	9039	80	105	15	1260	4640	9660	80	0	Each	32 mm Anti static bubble wrap (Blue) 50m		
9039:DBA joke mug - daaaaaa-ta (Black)	25/06/2013 00:00	9039	7	13	15	13.65	59.5	104.65	7	0	Each	DBA joke cup - daaaaaa-ta (Black)		
9039:Furry gorilla with big eyes slippers (Black) L	25/06/2013 00:00	9039	9	32	15	43.2	216	331.2	9	0	Each	Furry gorilla with big eyes slippers (Black) L		
9039:Packing knife with metal insert blade (Yellow) 18mm	25/06/2013 00:00	9039	20	2.4	15	7.2	24	55.2	20	0	Each	Packing knife with metal insert blade (Yellow) 18mm		
9039:Permanent marker black 5mm nib (Black) 5mm	25/06/2013 00:00	9039	24	2.7	15	9.72	24	74.52	24	0	Each	Permanent marker black 5mm nib (Black) 5mm		
9040:20 mm Anti static bubble wrap (Blue) 10m	25/06/2013 00:00	9040	20	29	15	87	340	667	20	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9040:Alien officer hoodie (Black) 5XL	25/06/2013 00:00	9040	2	35	15	10.5	36	80.5	2	0	Each	Alien officer hoodie (Black) 5XL		
9041:Alien officer hoodie (Black) 3XL	25/06/2013 00:00	9041	2	35	15	10.5	36	80.5	2	0	Each	Alien officer hoodie (Black) 3XL		
9041:DBA joke mug - it depends (White)	25/06/2013 00:00	9041	8	13	15	15.6	68	119.6	8	0	Each	DBA joke cup - it depends (White)		
9041:Furry gorilla with big eyes slippers (Black) XL	25/06/2013 00:00	9041	3	32	15	14.4	70.5	110.4	3	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9042:USB food flash drive - hot dog	25/06/2013 00:00	9042	4	32	15	19.2	80	147.2	4	0	Each	USB food flash drive - hot dog		
9043:RC toy sedan car with remote control (Blue) 1/50 scale	25/06/2013 00:00	9043	5	25	15	18.75	62.5	143.75	5	0	Each	RC toy sedan car with remote control (Blue) 1/50 scale		
9043:RC vintage American toy coupe with remote control (Black) 1/50 scale	25/06/2013 00:00	9043	4	30	15	18	60	138	4	0	Each	RC vintage American toy coupe with remote control (Black) 1/50 scale		
9044:Pack of 12 action figures (male)	25/06/2013 00:00	9044	3	16	15	7.2	31.5	55.2	3	0	Packet	Pack of 12 action figures (male)		
9044:USB missile launcher (Green)	25/06/2013 00:00	9044	1	25	15	3.75	15.5	28.75	1	0	Each	USB missile launcher (Green)		
"9045:""The Gu"" red shirt XML tag t-shirt (Black) 5XL"	25/06/2013 00:00	9045	48	18	15	129.6	480	993.6	48	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 5XL"		
9045:USB food flash drive - cookie	25/06/2013 00:00	9045	1	32	15	4.8	20	36.8	1	0	Each	USB food flash drive - cookie		
9046:3 kg Courier post bag (White) 300x190x95mm	25/06/2013 00:00	9046	50	0.66	15	4.95	15	37.95	50	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9046:DBA joke mug - you might be a DBA if (Black)	25/06/2013 00:00	9046	8	13	15	15.6	68	119.6	8	0	Each	DBA joke cup - you might be a DBA if (Black)		
9046:USB food flash drive - dim sum 10 drive variety pack	25/06/2013 00:00	9046	9	240	15	324	1363.5	2484	9	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9047:Black and yellow heavy despatch tape 48mmx100m	25/06/2013 00:00	9047	96	4.1	15	59.04	163.2	452.64	96	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9047:Office cube periscope (Black)	25/06/2013 00:00	9047	40	18.5	15	111	290	851	40	0	Each	Office cube periscope (Black)		
9047:Tape dispenser (Black)	25/06/2013 00:00	9047	90	32	15	432	1350	3312	90	0	Each	Tape dispenser (Black)		
9048:Developer joke mug - understanding recursion requires understanding recursion (Black)	25/06/2013 00:00	9048	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - understanding recursion requires understanding recursion (Black)		
9048:IT joke mug - keyboard not found … press F1 to continue (Black)	25/06/2013 00:00	9048	10	13	15	19.5	85	149.5	10	0	Each	IT joke cup - keyboard not found … press F1 to continue (Black)		
9048:IT joke mug - keyboard not found … press F1 to continue (White)	25/06/2013 00:00	9048	4	13	15	7.8	34	59.8	4	0	Each	IT joke cup - keyboard not found … press F1 to continue (White)		
"9049:""The Gu"" red shirt XML tag t-shirt (Black) 3XL"	25/06/2013 00:00	9049	72	18	15	194.4	720	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XL"		
"9049:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	25/06/2013 00:00	9049	72	18	15	194.4	684	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9049:10 mm Anti static bubble wrap (Blue) 10m	25/06/2013 00:00	9049	90	26	15	351	810	2691	90	0	Each	10 mm Anti static bubble wrap (Blue) 10m		
9049:10 mm Anti static bubble wrap (Blue) 20m	25/06/2013 00:00	9049	20	42	15	126	380	966	20	0	Each	10 mm Anti static bubble wrap (Blue) 20m		
9049:Developer joke mug - fun was unexpected at this time (Black)	25/06/2013 00:00	9049	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - fun was unexpected at this time (Black)		
"9050:""The Gu"" red shirt XML tag t-shirt (White) 5XL"	25/06/2013 00:00	9050	36	18	15	97.2	360	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 5XL"		
9050:DBA joke mug - mind if I join you? (White)	25/06/2013 00:00	9050	6	13	15	11.7	51	89.7	6	0	Each	DBA joke cup - mind if I join you? (White)		
9050:Furry gorilla with big eyes slippers (Black) L	25/06/2013 00:00	9050	4	32	15	19.2	96	147.2	4	0	Each	Furry gorilla with big eyes slippers (Black) L		
"9051:""The Gu"" red shirt XML tag t-shirt (White) 7XL"	25/06/2013 00:00	9051	36	18	15	97.2	342	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 7XL"		
9051:Packing knife with metal insert blade (Yellow) 9mm	25/06/2013 00:00	9051	35	1.89	15	9.92	34.65	76.07	35	0	Each	Packing knife with metal insert blade (Yellow) 9mm		
9052:3 kg Courier post bag (White) 300x190x95mm	25/06/2013 00:00	9052	100	0.66	15	9.9	30	75.9	100	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9052:Developer joke mug - Oct 31 = Dec 25 (Black)	25/06/2013 00:00	9052	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - Oct 31 = Dec 25 (Black)		
9052:Ride on toy sedan car (Black) 1/12 scale	25/06/2013 00:00	9052	10	230	15	345	850	2645	10	0	Each	Ride on toy sedan car (Black) 1/12 scale		
9053:Black and orange this way up despatch tape 48mmx75m	25/06/2013 00:00	9053	120	3.7	15	66.6	240	510.6	120	0	Each	Black and orange this way up despatch tape 48mmx75m		
9053:Developer joke mug - there are 10 types of people in the world (White)	25/06/2013 00:00	9053	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9053:Dinosaur battery-powered slippers (Green) S	25/06/2013 00:00	9053	3	32	15	14.4	72	110.4	3	0	Each	Dinosaur battery-powered slippers (Green) S		
9053:Shipping carton (Brown) 279x254x217mm	25/06/2013 00:00	9053	25	1.11	15	4.16	12.75	31.91	25	0	Each	Shipping carton (Brown) 279x254x217mm		
9054:Developer joke mug - this code was generated by a tool (White)	25/06/2013 00:00	9054	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - this code was generated by a tool (White)		
9054:IT joke mug - keyboard not found … press F1 to continue (Black)	25/06/2013 00:00	9054	10	13	15	19.5	85	149.5	10	0	Each	IT joke cup - keyboard not found … press F1 to continue (Black)		
9054:Shipping carton (Brown) 229x229x229mm	25/06/2013 00:00	9054	225	1.05	15	35.44	112.5	271.69	225	0	Each	Shipping carton (Brown) 229x229x229mm		
9054:USB missile launcher (Green)	25/06/2013 00:00	9054	9	25	15	33.75	139.5	258.75	9	0	Each	USB missile launcher (Green)		
9055:Alien officer hoodie (Black) XXL	25/06/2013 00:00	9055	4	35	15	21	72	161	4	0	Each	Alien officer hoodie (Black) XXL		
9055:Shipping carton (Brown) 356x229x229mm	25/06/2013 00:00	9055	75	1.14	15	12.83	43.5	98.33	75	0	Each	Shipping carton (Brown) 356x229x229mm		
9055:USB food flash drive - pizza slice	25/06/2013 00:00	9055	1	32	15	4.8	20	36.8	1	0	Each	USB food flash drive - pizza slice		
9056:10 mm Anti static bubble wrap (Blue) 50m	25/06/2013 00:00	9056	80	99	15	1188	4320	9108	80	0	Each	10 mm Anti static bubble wrap (Blue) 50m		
9057:Animal with big feet slippers (Brown) M	25/06/2013 00:00	9057	3	32	15	14.4	72	110.4	3	0	Each	Animal with big feet slippers (Brown) M		
9057:DBA joke mug - SELECT caffeine FROM mug (Black)	25/06/2013 00:00	9057	2	13	15	3.9	17	29.9	2	0	Each	DBA joke cup - SELECT caffeine FROM cup (Black)		
9057:Ogre battery-powered slippers (Green) L	25/06/2013 00:00	9057	3	32	15	14.4	72	110.4	3	0	Each	Ogre battery-powered slippers (Green) L		
9057:Plush shark slippers (Gray) L	25/06/2013 00:00	9057	6	32	15	28.8	144	220.8	6	0	Each	Plush shark slippers (Gray) L		
9057:USB food flash drive - dim sum 10 drive variety pack	25/06/2013 00:00	9057	1	240	15	36	151.5	276	1	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9058:Bubblewrap dispenser (Black) 1.5m	25/06/2013 00:00	9058	5	240	15	180	650	1380	5	0	Each	Bubblewrap dispenser (Black) 1.5m		
9058:IT joke mug - hardware: part of the computer that can be kicked (White)	25/06/2013 00:00	9058	4	13	15	7.8	34	59.8	4	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9058:IT joke mug - that behavior is by design (White)	25/06/2013 00:00	9058	1	13	15	1.95	8.5	14.95	1	0	Each	IT joke cup - that behavior is by design (White)		
9059:20 mm Double sided bubble wrap 20m	25/06/2013 00:00	9059	70	33	15	346.5	1260	2656.5	70	0	Each	20 mm Double sided bubble wrap 20m		
9059:Developer joke mug - when your hammer is C++ (Black)	25/06/2013 00:00	9059	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - when your hammer is C++ (Black)		
9059:Express post box 5kg (White) 350x280x130mm	25/06/2013 00:00	9059	200	0.95	15	28.5	100	218.5	200	0	Each	Express post box 5kg (White) 350x280x130mm		
9059:IT joke mug - that behavior is by design (Black)	25/06/2013 00:00	9059	8	13	15	15.6	68	119.6	8	0	Each	IT joke cup - that behavior is by design (Black)		
9059:Ride on toy sedan car (Black) 1/12 scale	25/06/2013 00:00	9059	9	230	15	310.5	765	2380.5	9	0	Each	Ride on toy sedan car (Black) 1/12 scale		
9060:IT joke mug - hardware: part of the computer that can be kicked (White)	25/06/2013 00:00	9060	10	13	15	19.5	85	149.5	10	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9060:Ride on vintage American toy coupe (Red) 1/12 scale	25/06/2013 00:00	9060	1	285	15	42.75	130	327.75	1	0	Each	Ride on vintage American toy coupe (Red) 1/12 scale		
"9061:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	25/06/2013 00:00	9061	36	18	15	97.2	396	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
9061:Developer joke mug - Oct 31 = Dec 25 (White)	25/06/2013 00:00	9061	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
9061:Furry gorilla with big eyes slippers (Black) XL	25/06/2013 00:00	9061	6	32	15	28.8	141	220.8	6	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9061:Pack of 12 action figures (female)	25/06/2013 00:00	9061	5	16	15	12	52.5	92	5	0	Packet	Pack of 12 action figures (female)		
9062:Animal with big feet slippers (Brown) S	25/06/2013 00:00	9062	4	32	15	19.2	96	147.2	4	0	Each	Animal with big feet slippers (Brown) S		
9062:Tape dispenser (Blue)	25/06/2013 00:00	9062	50	32	15	240	750	1840	50	0	Each	Tape dispenser (Blue)		
9063:Clear packaging tape 48mmx100m	25/06/2013 00:00	9063	120	3.5	15	63	204	483	120	0	Each	Clear packaging tape 48mmx100m		
9063:Developer joke mug - a foo walks into a bar (Black)	25/06/2013 00:00	9063	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - a foo walks into a bar (Black)		
9063:Superhero action jacket (Blue) 3XL	25/06/2013 00:00	9063	2	34	15	10.2	20	78.2	2	0	Each	Superhero action jacket (Blue) 3XL		
9063:USB food flash drive - sushi roll	25/06/2013 00:00	9063	8	32	15	38.4	160	294.4	8	0	Each	USB food flash drive - sushi roll		
9064:Furry animal socks (Pink) L	25/06/2013 00:00	9064	60	5	15	45	210	345	60	0	Pair	Furry animal socks (Pink) L		
9064:Tape dispenser (Black)	25/06/2013 00:00	9064	80	32	15	384	1200	2944	80	0	Each	Tape dispenser (Black)		
9065:Halloween skull mask (Gray) M	25/06/2013 00:00	9065	108	18	15	291.6	324	2235.6	108	0	Each	Halloween skull mask (Gray) M		
9065:IT joke mug - hardware: part of the computer that can be kicked (White)	25/06/2013 00:00	9065	5	13	15	9.75	42.5	74.75	5	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9065:RC big wheel monster truck with remote control (Black) 1/50 scale	25/06/2013 00:00	9065	4	45	15	27	118	207	4	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
"9066:""The Gu"" red shirt XML tag t-shirt (White) 3XL"	25/06/2013 00:00	9066	24	18	15	64.8	240	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XL"		
